ID,Description,Source,Name,Form_ID,Comment,Doubt
713,hear,,713,psi-8637bb2a1b0b5455e6397a085661ddcc-1,"There is an obvious derivational relationship among the terms for
‘**713**’ and ‘ears’. The form given here might be {*rąx} ‘ear, hearing’ plus
{*iʔų́•} ‘**80**’, q.v.  **OF** and MRS also show forms without the
{*r}; perhaps this is an old derivational morpheme as well.  **DA**
{na_xʔų́} is perhaps an ‘instrumental prefix’ reanalysis of earlier
{*nax••ʔų́}; Winnebago might be from {nąąx + k-} ‘dative, possessive’ +
{(ʔ)ų} save that **WI** does not regularly lose |ʔ|.  Cf. ‘**797**’ for
another case of |xʔ|.",
714,"head, nose (1), front end",,714,psc-7fac7fadb0f80eb131531c70cd3f3493-1,Cf. ‘**533**’. Regarding the **BI** forms collected by Haas,
715,"head, back of, hair",,715,psi-e6c73eed2ecf4d668235728a27a03a60-1,"Cf. ‘**1060**’, ‘**263**’ and other terms relating to the head and upper body
that show the element {*rą-}. V. also ‘**682**’. **OF** {ĭtcóti} ‘neck,
throat’, which might appear to belong here, is unquestionably influenced by
{*i-ro•te} ‘**133**’ but {tc} may regularly < {*š} but not from
{*r}, so there may have been contamination or conflation here.",
716,"hazy, bluish, cloudy",,716,psi-6fb87d5e5cb6e24a7377522e5c79533c-1,"cf. |†šo 0.t|, |†xo 0.t| ‘**754**’, ‘**755**’.  The existing **TU** forms and the accentual
pattern throughout suggest a lost initial syllable.  The other two related
fricative symbolism forms (with |š| and |x|) are more productive, but this
is the only grade with an OVS cognate.  It seems probable that the other two
forms had initial **PSI** |*a| also.",
717,hazelnut,,717,pmv-ff708cdd1c402a2136aa71e96b6ffb4d-1,"**CH** {kwaiñe} (Ioway), {kwaiŋe} (Otoe) (LWR-56) do not appear to be
cognate, although they could incorporate {*ų}. **WI** {huksík} (KM-1597)
is also non-cognate but may represent a widespread borrowing, cf. Choctaw
{oksak} ‘**703**’.  Cf. ‘**703**’ for additional forms that may
incorporate this root.",
718,"hawthorn, red haw",,718,,"The **WI** and **QU** forms suggest internal structure that so far resists
analysis and reconstruction. This may represent developments internal to
those languages, but the **WI** form could virtually be derived phonologically
from the **QU**, so the two apparently aberrant forms probably share the same
underlying morphological structure and should be taken seriously. Cf. ‘**1153**’.",
719,"hawthorn, black",,719,psi-ff16c7db13574d9150d8af3298465cfa-1,"Cf. ‘**954**’.  This set contains irregularities no matter how it is
viewed, but it is interesting nonetheless, since it is one of rather few
{*W} sets. We believe that {*W} developed when {*wa} ‘**1180**’
underwent regular initial syllable syncope preceding a root with initial
{*w}: {*wa-woha > *w-woha > *Woha}. ‘**292**’ provides a parallel example
of this process. **HI** implies an older, pre-**HI** {*wa-wuha}. One would have to
appeal to irregular vowel assimilations to account for the differing vowels
in the daughter languages. Areal similarities may have played a role in the
development of this root also, cf. Fox |popokíminûn| ‘black haw’ (perhaps
borrowed from, or contaminated by, Siouan) Smith 1928, p. 256, also Miami
|papakimindjakwi| ‘black haw tree’ (Voegelin p.79).",
720,"hawk (2), Buteo",,720,psi-96b39a97863b9d37c69e1274873a3da0-1,"The two roots for ‘hawk’ both have a {*ky} cluster, very uncommon,
suggesting they may be derived forms of a single root. **QU** initial is
irregular. **BI** may be cognate but may also be derived from earlier |*kiʔą́|
‘fly’, q.v.  The **BI** sibilant should be {č} if this word is entirely
cognate.  The rarity of **PSI** |*ky| as a cluster may indicate that this term
did indeed incorporate ‘fly’ at an earlier period and that initial syllable
syncope is responsible for the cluster.  Cf. ‘**721**’.",
721,"hawk (1), falcon",,721,psi-0e8b5658815ae18661c9991fa9f4e3f6-1,"**OF** |tutá| ‘hawk’ (DS-331b) looks related, but is from ‘**880**’ instead.

Variability between {*ą} and {*ų} in MVS is not uncommon, the two
having merged at least partially in DH. This noun is interesting for other
reasons however. It appears to be composed of three elements {*kye-},
specific meaning unknown (but cf. {*kyą-} ‘Buteo’), which is segmentable
only by comparing **MA** with the rest, {*-tą́/ų́}, the second part the root,
and {*-he}, a very common final syllable and probable **PSI** suffix.

Root-initial {t} should be aspirated if its position as second syllable
initial goes back to **PSI**, but it is not, so initial |k-| may well be the
reflex of an additional syllable.  Nor is the second syllable vowel
lengthened. There are several unanswered questions here.",
722,have,,722,psi-1794dfeafac03fcae535bf26b14bb139-1,"{*rį} ‘move’ and {*rį} ‘**1129**’ (along with {*a-rį} ‘**722**’) are
conjugated differently from one another. Either ‘move’ has been analogically
restructured or, more likely, its {*r-} is the epenthetic glide; both
verbs should logically behave identically, as R-stems, but only ‘**722**’ and
‘**1129**’ do.",
725,harden by fire,,725,pmv-6f5281196457bc87f12476b6ee79bd7f-1,**CH** |θíθe| ‘hard’ (Marsh) appears to show the root but lacks the prefix.,
726,"hard > strong, ripe",,726,psi-d60bc63a2d350e50603ee8f8c0a7b95e-1,"The **TU** form may not be cognate:  both vowels fail to correspond to
those seen elsewhere. Vowel length is indeterminate here since none of the
languages that preserve it faithfully is represented.",
727,"hard > cane, walking stick",,727,psi-158bf9b3ed0c8a0762daebda8dbcf807-1,"This is a causatively derived noun in MVS, often with the instrumental
nominalizer {*i-}. Cf. ‘**729**’.  The **CR** and **HI** forms are not
analyzable as causatives. Their initial |i•| is an instrumental prefix. Note
that the derivation has problems, e.g., the length of the root vowel and the
final vowel (here, the ablauting vowel).",
729,hard (1),,729,psi-1d8e61db55f0e5f79447b1f07100e4fd-1,"Cf. ‘**442**’, especially **DA**.  **BI** may fit better with ‘**1057**’, q.v.

The final vowel is |*-i| in **PWC**/**PDH**, the ablauting vowel in **LA**/**MA**.  Here we
reconstruct |*-i| because the ablauting class is productive, |*-i| not.

However, cf. ‘**727**’.  Cf. Shawnee {θaki}
(C.F. Voegelin, personal notes on Shawnee/Siouan, especially Tutelo loans,
MS.). This Algonquian form could explain some of the variability in the DH
accent and final vowels where one seldom finds such problems. Voegelin’s note
is in pencil and contains no explanation. This root is translated ‘get hold
of, secure, fasten’ in Voegelin 1939:320. He gives a Miami variant
{sak-}, and the root appears to have a good Algonquian pedigree (v. Aubin
1975:137 #1939 ff.).",
730,hang down (2),,730,psi-3d6b688431c4009e0e94544652f415a1-1,Cf. ‘**893**’,
732,"handle, stem",,732,psi-74248e204bb0246beae8127927fb7540-1,"Cf. ‘**961**’. It is possible that there was a DH shift of {*i-hǘ}
> {í}. This would account for the otherwise aberrant vowel in DH. MVS
accent suggests a missing initial syllabic. Cf. {*hu-} ‘**110**’. Potentially, this term seems to contain up to three common parts,
{*i-} ‘its, possessive’ or ‘instrumental’, {*hu•} ‘stem, trunk, etc.’,
{-pa} meaning unknown.  **OF** {-li} is unidentified; **WI** {-ną} may be
‘wood’.",
733,"hand, instrumental",,733,psc-133d23bb95a8c9d74d4a7e9c1bbc754a-1,"An inner instrumental, i.e., older. This is confirmed by the
**CA** conjugation.",
734,"hand > claws, nails",,734,psi-4d2d35978342358cdfd89e6fc4e123e4-1,"In MVS this term is restricted to ‘claws, nails’, while in MRS it means
‘hand’. In OVS the situation is more obscure: in **BI**/**OF** the term means
‘hand’, while the **TU** form is a compound meaning ‘nails’. Cf. ‘**735**’.",
735,hand (2),,735,psi-cdaec9222c744cf40e612861fc73ad0a-1,"Although the vowels fail to match (perhaps the fault of the quality of
our **TU** data or by contamination from {*-šá•ke} in that language), this is
an interesting set. Given the inherent problems with the **TU** sources, one
should probably reconstruct the **MA** vocalism if anything at all.",
736,hand (1),,736,psi-37a0f287cae2b29062da0e6e7fc1ff36-1,"This is a difficult set. The term replaced {*i-ša•ke} as the word
for ‘hand’ mostly in MVS. The **CR** and **HI** term possibly may preserve the
original meaning. If the term spread in MVS at about the time the
inalienable morphology was ceasing to be used with body parts (a purely MVS
phenomenon), the different length and accentual patterns (**LA** and DH vs. **CH**
and **WI**) might be explained. It appears that {*rąpé} may have been adopted
into the list of inalienable body parts late, retaining its original
accentual pattern in **CR** and **HI** even so. **CH**/**WI** accent and length behave as if
{*i-}, the possessive prefix, were present, while the rest of the
languages behave accentually as if it were not, even though the term is
inalienable in **LA**.",
737,"hair, fur, feathers",,737,psi-08da50bef4b17f226d0a5f38eb89240f-1,"We are unable to resolve the contradictory testimony of **MA** and **TU** for
length.  The other languages are not diagnostic for this feature in this
entry. Rising pitch in **HI** results from loss of intervocalic {-h-};
contrast {íi} ‘his mouth’, with 3s possessor as in ‘**737**’, but with no
intervocalic {h} in pre-**HI**.  The second {i} should have received
pre-**PSI** length via the putative second syllable lengthening rule. Swanton’s
**OF** slip file doesn’t show length here either.",
738,hair of head,,738,psi-3924d295bbbd7a910772e24b11afc78c-1,Cf. ‘**1060**’.,
739,hail > freeze,,739,psi-2ed571572b994c5088de156a9f100418-1,"This term incorporates the prefix usually translated ‘by extreme
temperature (heat or cold)’ (= ‘**710**’).  All the languages for which we presently have
cognates lack the initial vowel of that prefix, q.v.",
740,hail,,740,psi-d4d497264b91b8946762e2ac568a1d4c-1,"If the term is a compound made up of ‘**292**’ and ‘**652**’, then the
initial |*W| is explained.  It stems from the earlier sequence, secondary
|*ww|, that we find in ‘**292**’.  The long syllable here is the originally
accented one and the **CH** and **LA** forms have moved accent to conform with their
predominant pattern, i.e., we have reconstructed the exceptional rather than
the productive pattern from among the cognates on the assumption that the
term does incorporate ‘**292**’.",
741,hackberry,,741,,"Hackberries proper are found as far south as the mouth of the Ohio
River. All other Siouan territory is covered. Other varieties of the fruit
extend further south however.  So far this set exists only in DH and **CH**, and
we suspect borrowing as the source. The most similar form is found in Tunica.

Haas records the following entry for ‘**741**’: {kómeli < kó} ‘tree’
(only hackberry and hawthorne) + {meli} ‘black’. (p.224). Since Haas
analyzes {kó} as ‘tree’ only in two words (there is another word for tree
in all other contexts), we suspect a folk etymology here, i.e., instead of
{kó} being essentially unanalyzable, it may be {-li} that is
unanalyzable. In any event, it appears that {kóme} ‘**741**’ was
borrowed into DH and spread northward losing phonological features as it
progressed. This analysis is marred by the fact that Dorsey never recorded a
**QU** term. Words with vaguely similar shapes are common up and down the
Mississippi Valley and eastern plains, but the only other reasonably close
form phonetically is Western Muskogean (Choctaw) {kaⁿpko} (Byington and
Swanton).",
742,"guts, intestines",,742,psi-ec13e529ed60372a4af78ada1282b2a3-1,"The {-u-} in **DA**, **KS**, and **OS** presumably results from contact with the
following labial.  Cf. ‘**160**’, where the sporadic rounding before a
labial is separately attested.  **OF** aspiration and the accentual and length
patterns in other languages suggest a missing initial syllable.  None of the
languages shows one, but since ‘intestines’ is a body part, it may have been
a dependent noun with initial |*i-|, though there is frequently a difference
in the possessive treatment of internal and external body parts.",
743,"growl, bellow",,743,psi-8a229bf97a52372c99be3367918eeb23-1,"None of the languages represented here has reflexes of **PSI** aspiration,
so that feature is indeterminate at present. **CH** |í•xe| ‘moan, groan,
straining noise to ease pain’ (JDH) may not be cognate.  In the absence of a
**CR** form with the appropriate meaning (not ‘knock’), it is also possible that
**HI** has simply borrowed the term from **MA**.",
745,growl > grunt (2),,745,psi-0d4b87a7e56d9edee8e05be072747e5f-1,"The **BI** forms for both ‘**26**’ and ‘**745**’ suggest an
initial {*xy} rather tha {*xr}, if they’re cognate.",
746,growl > grunt (1),,746,psi-40c22d9989ee225541b852f0b90272d9-1,Cf. ‘**129**’.,
747,grouse,,747,psi-8c58ddebf718642702798a7cdf55037b-1,"The first part of this compound term incorporates different roots for
‘bird’ (‘**1092**’ etc.), q.v. Only the adjectival portion of the term (‘**250**’) is
reconstructible here.  Probably refers to barred feathers, clearly the
etymology of the **MA** form.",
755,gray (1),,755,psi-d5a26000c0a191b5197fa31dfa3aaa19-1,"Part of a full consonant ablaut set; cf. ‘**716**’, ‘**754**’.  Accent suggests a missing **PSI** initial syllable. Judging from ‘**716**’, q.v., only OVS preserves the expected initial syllable in
this ablaut set.  We have reconstructed all three related fricative
symbolism grades together, taking into account the features of all.",
756,grave,,756,psi-c1e3da44fb0d05d6808908752afb3a21-1,"In ‘**756**’ the root {xE} has been compounded with that for ‘**554**’, q.v.  In **MA** it is likely that the compound has been reanalyzed as a
single root.  **MA** {wą•x} from {*awą• + xE}.  The MVS vocalism is
unexplained.  Cf. ‘**1010**’",
757,grass (4),,757,psi-1874a077ffac419517ccd1749431ad6d-1,"There appear to be two closely related sets for ‘grass’, one with and
one without nasalization.  The **BI** form above is doubtfully cognate as
fricative symbolism is generally limited to verbs (including stative
verbs/adjectives) and adverbs, i.e., semantically gradable terms.  Finding it
among nouns is suspicious but possible.  It is likely that the **LA** term has
been contaminated by ‘**653**’, q.v.; ‘**757**’, q.v., may also have
contaminated **LA** and **MA** forms of this word.",
758,grass (3),,758,psi-2dd2e20669792b4974baf67fad375f68-1,"Cf. ‘**757**’.  In more than one instance roots with final (or
suffixed) {-he} have lost the {h} and gained an epenthetic glide
between the vowels left in hiatus. If the root vowel is rounded, the glide is
usually {w}. The replacement in MVS appears to be {w} here even after
the low, unrounded vowel.  **QU** |xą́įke| ‘frost’, although possibly cognate, is
most likely part of the ‘frost’ set, q.v. It is probably |xe| ‘**792**’ + |a-|
‘**520**’ + |(n)įke| ‘**626**’ with subsequent nasal spread to |a-| and
the expected collapse of |e+ą| to |ą|.",
759,grass (2),,759,pmv-8d450b77f402c370bb863844e87c5ccf-1,"Cf. ‘**757**’, ‘**758**’ which is much more widespread.  Cf. Cheyenne
|moe•| ‘grass’ Aubin 1180.  If this were a borrowing from Algonquian the
apparent discrepancy between apparent **CH** medial |ʔ| and the |h| found
elsewhere might be accounted for.  Alternatively the **CH** transcription might
be mistaken; JGT normally uses the circumflex for |ʔ|. The seeming accentual
disagreement between **CH**/**WI** and **PDH** may be due to reanalysis flowing from folk
etymology:  viewing the form as a compound of {*mą} ‘earth’ + {*hį}
‘hair’.",
761,"grasp > hold, take",,761,psi-8a9bb9e2e6bc3ea76f0d00d142237dba-1,"Initial |*ru| here appears to be part of the root and not the
instrumental prefix of the same shape.  The **OF** forms fit well, as |f| is the
expected reflex of |*s|.  The **TU** also fits, since JOD’s **TU** always substitutes
|š| for |s| of the other workers.  **TU** has no independent phoneme |š|.

Perhaps JOD’s primarily Cayuga-speaking informant only had the one fricative.

**TU** normally generalizes the |-a| form of |*-E| also.  Only **OF** shows an
initial vowel. The {ə} is irregular here (unless it is a locative prefix),
as it normally signals glottalization was present on the following stop.  **CR**,
**HI**, **MA**, and **BI** have reanalyzed the form as instrumentally prefixed and
extended it by using another of the prefixes.  Accent and **QU** reduplication
argue that the same reanalysis occurred in **PDH**.",
762,grasp,,762,psi-781ad099a3bc301d8d216cdba5683d3a-1,"The **QU** forms fit both phonologically and semantically in the expression
cited. Dorsey however translates {dišíwe} generally as ‘**512**’, so it
may not be cognate at all.",
763,grandmother,,763,psi-2fcbe4744b2f1b24fb682f5691c64be8-1,"The increment |*-nį| is common in both the Southeast and in **CH**/**WI**.  It
is unidentified unless it is the nasalized allomorph of |*-re|; it recurs in
the same languages in ‘**562**’, q.v. Lack of expected aspiration in the SE
is a more serious problem. All transcribers clearly marked the |k| as lenis
or wrote it as |g|.  **PSE** |*k| and **PMV** |*hk| simply do not match, so, although
we are convinced that these terms are all related, their phonological
development is irregular.",
764,grandfather (2),,764,pse-81c8ea1c99ba9132785904f14359e0ea-1,Cf. ‘**765**’ which is partly similar.,
765,grandfather (1),,765,psi-01ff518f32af0ee0a8932f707506ac5b-1,"Cf. ‘**764**’.  The DH terms should show traces of earlier |*ü|,
at least in **KS** and **OS**. **OS** |ǘ| is preserved after |hc| in ‘shell’, for
example. The **WI** vocalism is also a problem and should show |o|. And, although
final vowel denasalization is commonly found in **KS**, for example, it is not
common in **WI**. **BI** suggests that this word may have had |*(-re)|, but lack of a
**MA** cognate leaves us without confirmation. **PSI** reconstruction here represents
one possible form, but there are many problems with this set.  It is possible
that this term represents, or has been contaminated by, |*hų́ka| ‘ancestor’
with a syncopated reflex of the |*hta-| ‘alienable’ prefix; this would
account for the preaspiration in **HI** (see below), and offer some rationale
for the term’s usage in referring to respected male ancestors.

Unfortunately, **CR** |isisáahke| ‘woman’s father-in-law’ (DEC-124), **CR**
|isáaksaahke| ‘woman’s grandfather’ (DEC-124), **CR** |iilápxisaahke| ‘man’s
grandfather’ (DEC-124), and **HI** |á•rutahka| ‘grandfather, woman’s
father-in-law’ (J) do not seem to fit here, though they are superficially
similar.  The problems are length (in **CR**) and quality of the root vowel and
preaspiration of the final consonant.",
766,gourd > squash,,766,psi-5978a5500cf422aaccc1a6840c8a61f1-1,"Some linguists have postulated that some of these forms may be
borrowings from French. This is doubtful, however, since **MA** and **BI** have
nearly identical forms.  There is the additional possibility of
contamination of native terms from French and English. The DH forms, for
example, should not differ as they do. We seriously doubt, however, that all
the {ko} forms are borrowed, at least from a European language. Rather we
suspect a relationship with onomatopoeic forms based on the hollow sound of
gourds, the sort of thing that underlies {*hkó-ke} ‘**688**’ (‘make a hollow sound)’.

The accentual and vowel length patterns suggest an old prefix, here
partially preserved, as usual, in some of the **BI** forms. **MA** and **BI** share
{*-re}, and if, as C postulates, this {-r-} was an epenthetic glide,
then DH, **CR** and **HI** {*-w-} might be similarly epenthetic, and all the
forms would more or less match.  It is also possible that the **PCH** form was
|*koko-| with the standard raising of short |o > u|; |*-w-| might be an
assimilation product from |*r| after round vowels.  The various {ko-}
forms for cucurbits outside of Siouan, however, suggest that this etymology
will never be completely secure.",
832,five (2),,832,psi-e3c5723a0ec2e6e4f0c412fe2a5304b5-1,"Only **OF** has both roots, ‘**833**’ and ‘**832**’. The intrusive {t}
which appears in **OF** can also be seen in ‘**1082**’, q.v. The **OF** meaning may
reflect a shift from a quinary system to a decimal system.  **OF**’s initial
vowel explains accent placement in MVS and may explain voicing in Dakotan.",
833,five (1),,833,psi-d7680901031832f0dfaef6041baf2689-1,**PCH** gemination is unexplained.,
767,gourd > rattle,,767,psi-61b24751e6da6245645c7b9ffc4fba6f-1,"The **OF** form may well contain this root. The initial {ta-} may be the
possessive root, {*hta-}, but **OF** {t} can also come from {*r}, and
the final vowel is unaccounted for. None of the languages that normally
would show reflexes of the expected initial syllable of this noun is
represented in the data.  Note that the putative **OF** cognate also occurs in
‘centipede’ (DS-330) and may refer to biting rather than rattling, either
originally or by folk etymology.  Cf. |ra-phé| ‘bite’ in several languages.

Presumably the connection between ‘gourd’ and ‘rattlesnake’ lies in the use
of gourds for rattles.",
768,goose,,768,psi-c3531e4a1e6d0e6325f8c6b6b0ead9fa-1,"Cf. **HI** |apáariʔ| ‘**480**’ **CR** |apáiri(a)| ‘**480**’ **MA** |páhį| ‘**480**’
**DA** |pahiŋ| ‘**480**’ **OS** |p̣á-hiⁿ| ‘**480**’ for another instance of MRS
|r| corresponding to |h| elsewhere.  Since ‘**768**’ is attested in only two
subgroups and they differ on the status of what appears to be a root
extension the second syllable is not reconstructible with certainty. Cf. ‘**888**’.",
771,good (2),,771,psi-8c3c99a60113186bd5d477004c9d0f52-1,"**LA** ‘**597**’ < {‘good’ + -laka} ‘consider, regard’. **TU** ‘**597**’ < |yąti|
‘**712**’ + |ostéka| ‘good’ (1Act |yandowastéka|).  The putative DH cognates,
although they fit semantically, show |á| where they ought to have |é|.  These
could be frozen ablauted vowels, but the expected forms with |é| are missing
entirely from DH in this instance, so only the **DA** and **TU** forms are reliably
cognate here.",
772,good (1),,772,psc-03430f7a8630d984c5afbd491752d6fc-1,"Cf. ‘**790**’. Missouria (**MO**) is from Lewis and Clark’s Journals.

{waphíʔų} is a characteristic Ioway-Otoe proper name, so the transference
or sharing with **MO** seems likely.",
774,"go around, coil",,774,pmv-fde6da8f99068d050d9c06767219f4e3-1,**QU** shows an additional spirant grade.,
775,go,,775,psi-1172e25837c391b97702289ff7825db7-1,"**MA** preserves the final |*-E| of the root only in some (not all) ablauted
forms, like the one given, where the root appears as |ra•ha-|.  The root
appears as |re•h-| in non-ablauted forms.  It seems likely that this root was
one of the first in **PSI** where the ablaut spread from an unaccented final |E|
to an accented root vowel; i.e., the sequence of changes may have been
|**re•he| > |*re•he|.  **CA** has a variety of motion verbs: {da•ʔ-} behaves
like a Siouan instrumental prefix.",
776,glance off,,776,psi-0ab560051485e6d56609bd1539b6502e-1,"Cf. ‘**409**’. The **OF** cognate has lost nasalization irregularly. This is an
interesting set in that {*-khįte} should by all rights have a long vowel.

{į́} was the second syllable vowel and was accented in most contexts,
especially in the third person. Most etyma should lengthen in precisely this
context if we are right about **PSI** lengthening, and most do, yet in this case
neither **WI** nor **PCH** shows any trace of a long vowel. Sets such as this one
appear to establish length as distinctive in **PSI**. Note, however, that for
some purposes ({e.g.} vowel syncope) we are forced to consider
instrumental prefixes to be clitics.",
777,give away,,777,psi-862f3c64486d9ca8bfba190ca0c869d5-1,"This is a causative construction in **PSI**.  This is the only **CR** stem
beginning with |ke-|; it must be a contracted causative, cf. **HI**, which is
clearly causative.",
778,give,,778,psc-61eabe810ce227c6c4c5195dc06a7a2f-1,"As in several other cases, **OF** shows a preposed {ạ} in conjunction
with an aspirate in cases where other languages have a following {Cʔ}.

Reconstruction of the set **BI** {k} : **OF** {əkh} : **TU** {(n)g} as {*kʔ}
is, admittedly, taking advantage of knowledge gained only from other
subgroups, but this correspondence set is distinct from both the plain and
aspirated sets, and would otherwise require the use of some arbitrarily
chosen velar symbol for the reconstruction. Here **TU** also has a peculiar
reflex with initial nasalization of some sort. In Dorsey’s **BI** work an
apparently syllabic {n-} always varied with {ą}. This may be the case
in **TU** also. However we do not think the **TU** nasality is related to the
intrusive nasality in **CH** and **WI**, which occurs in numerous other forms. We
cannot consider the nasality explained though, since there seems to be
variable nasalization of this root in **CA**.  This is a transitive verb with only two arguments across Siouan, with the recipient marked as direct object.",
779,"gills, palate",,779,pmv-83bc2e211340b6d487015a8ce1608795-1,"**LA** {čh}, DH {*r} betray the presence earlier of an inalienable
possessive prefix, {*i-}, on this body part term. **OS** alone among the
daughter languages has kept (or restored?) the prefix. There has been a (not
uncommon) accent shift rightward in **LA** after loss of the old prefix. The
identity of the final vowel is unclear here.  **LA** stress placement indicates
that the final vowel is not the ablauting vowel, an interpretation supported
by the final vowel in **QU**, but since |-E| is a feature of verbs in Siouan,
spreading to nouns only analogically, this noun could have had |*-e|.  The
**QU** form also shows an unexpected reflex of {*R} instead of {*r}.",
780,ghost,,780,psi-68ff069a291d861f679ccab12d553082-1,Cf. ‘**363**’.,
783,general deictic (1),,783,psi-26d4fb335ea8e1e220601103cf979c6e-1,"There is good evidence for a 3rd person prefix with the form |*i-| in
Siouan relic morphology.  That form may be related to this more general
element.  The **HI** |ia-| forms perhaps reflect earlier |*-iha|.",
785,"gather (2), assemble (intransitive)",,785,pmv-6e2c9509b95f63e4475417856e00f424-1,Cf. ‘**786**’.,
786,"gather (1), pick up",,786,psi-1995185f41956cbf07f6be7b04536258-1,"It appears that the |pa-| in this form was an organic part of the root
in **PSI**, but has been reanalyzed as the |pa-| instrumental prefix in some MVS
languages.  DH languages clearly treat the word as though it contained this
prefix; however, the uniform |b-| is unusual. **PWC** has taken this process to
the point that the “new” root |-hi| can be used with other prefixes.  Cf. ‘**785**’.",
787,gamble,,787,psi-93b23911b55198778e27f8b19ac323bd-1,"The conjugation is prefixed to |ki-| in **WI** and DH. **LA** |ʔų́yą| (1Act
|waʔų́bla|, 12Act |ųkʔų́yąpi|) ‘lose’ may be derivationally related, but does
not appear to be directly cognate.  The construction appears to be a
reciprocal in **HI** at least, and perhaps in **PWC**.  The **QU** form may simply be a homophone ‘**636**’, or, ‘**787**’ may somehow be related to ‘**636**’.",
790,full,,790,psi-63cdb71dc30e4e8c6837cedf3652a800-1,"Cf. ‘**772**’.  The root with various prefixes takes on the sense of
‘good or sufficient for, full, satisfied’.  **BI** |n| preceding oral |e|
indicates an earlier |Cr| cluster that has simplified.",
864,erect,,864,psi-1f9bf26b8b7445e240b31570633cbb47-1,"**CR** and **HI** agree with **BI** in reflecting an older |h|-stem and |s|-grade
of the spirant. **BI** shows progressive nasalization. The rest of MVS has this
root as the second member of the compound |*ną́•-žį|, q.v.",
791,frozen,,791,psi-e2df1fa5f2948ce84aafe8925d337d95-1,"Initial **MA** |k-| is unexplained.  Dakotan < ‘freeze’ + ‘hard, stiff’. MVS
clearly goes back to {*tá}, one of a very few roots with initial {*t}.

OVS argues for final {*h}, the latter trait shared with **MA**. Since
ordinary aspiration was not consistently distinguished by Gatschet and Dorsey
in **BI**, the heavy aspiration recorded in this form probably represents a
cluster.  **OF** aspiration may simply represent a recent application of the
demonstrably active **OF** aspiration rule. If our reconstruction of the **OF**
initial vowel to **PSI** is correct, there is no explanation for the failure of
{-t-} to aspirate in the MVS languages. Accent and length in **OF** may signal
the presence of a locative prefix rather than the reflex of a **PSI** initial
vowel however.  Or perhaps there has been contamination from the ‘**710**’ prefix.",
792,frost (2),,792,psi-393a83760b76ab93762cca486ac3d063-1,"The MVS forms are a compound: {*xé•} ‘frost’ + {*wųke} ‘lie’,
q.v. Cf. also ‘**1150**’ for a similar treatment of the proto sequence {*wų-},
cf. also ‘**1204**’. The DH forms represent fossilized forms of
PS {*wųke} ‘be lying’; verbal reflexes of {*wųke} are otherwise
lacking throughout DH.  In order to reconstruct a **PDH** form with confidence
the labial resonants should match.  Koontz suggests that the |w| in many, if
not all, of these |wų| stems is actually epenthetic.  Presumably it would
have appeared after **PSI** |*w| > |m| preceding nasal vowels in many languages.

This might provide a principled reason for the lack of match in the modern
correspondences. Cf. also ‘**450**’, ‘**894**’.",
793,frost (1),,793,psi-e29d12612f319c500d25b5dd8c1968a3-1,"The MRS forms are a compound: {*xó•} ‘**671**’ +  ‘sitting’, q.v. Cf. ‘**792**’.",
794,from,,794,pmv-6b3cd4b2389ac821e79d18ce276291a2-1,"**CH** {-da} ‘**794**’ lacks the expected nasalization and is presumably
not cognate.",
796,frog (2),,796,psi-dede971f974189a529287c785f352d6c-1,"{pes-} refers to a high pitched sound. The tree frog says {pĕs,
pĕs, pĕs}; cf. **BI** {pĕsdoti} ‘flute’.",
797,"frog (1), toad",,797,pse-60c48dc81d566b28729cf100ca1cf7af-1,"**PDH** is clearly |*htépüxʔa|. While the various **LA** words for ‘toad’
clearly derive from the same source, none is regular in comparison. **OF** and
**TU** must also derive from this source, but also do not compare regularly.

Given the complexity of the forms, these may be either compounds or
borrowings. **CH** has created a transparent, folk etymology, which **WI**
apparently takes a step further, cf. ‘**713**’. Some languages have replaced
‘toad’ with a descriptive expression leaving this etymon with the meaning
‘frog’ (**OP**).",
798,friend (4),,798,pma-6e54fac8316c07ed94cac428a4deb8c0-1,"The **HI** form, when compared with the **MA**, seems to derive by rightward
vowel exchange from an earlier {*-ruka-}. The inalienable possession of
the form in **HI** may result from the homophony of uninflected {*waraku-
<*waruka- = **MA** warų-ka} to the first person inalienable form of a putative
{**raku-}.",
802,fox,,802,psc-991b32994330417e61a7aa8d2c799e6c-1,"Cf. ‘**1167**’, ‘**1139**’. **MA** |ó•xaʔ| ‘**802**’ is probably not cognate. The
MRS forms are problematic if cognate: the first syllable is unexplained, and
the {*x} is not regular. **PSI** |*xk| normally yields |kh| in DH.  **PSI** |*xk|
remains in **CR**, becoming |hk| only in **HI**.  The DH forms cited here are from
Dorsey’s slip files, in which he commonly failed to distinguish aspirates
from geminates. **OP** {-i -} matches **CH** {-ú-} here. Neither form with
{ú} is accounted for. Comparison of **CA** and **WO** suggests **PCA** {*tą́s ~
*tą́x} ‘**903**’. Perhaps the **PSI** form is {*wa- + *tóx + *-ka} ‘attributive’?",
