pk,jsondata,id,name,description,markup_description,version
734,{},734,"hand > claws, nails","In MVS this term is restricted to ‘claws, nails’, while in MRS it means
‘hand’. In OVS the situation is more obscure: in **BI**/**OF** the term means
‘hand’, while the **TU** form is a compound meaning ‘nails’. Cf. ‘**735**’.",,1
735,{},735,hand (2),"Although the vowels fail to match (perhaps the fault of the quality of
our **TU** data or by contamination from {*-šá•ke} in that language), this is
an interesting set. Given the inherent problems with the **TU** sources, one
should probably reconstruct the **MA** vocalism if anything at all.",,1
736,{},736,hand (1),"This is a difficult set. The term replaced {*i-ša•ke} as the word
for ‘hand’ mostly in MVS. The **CR** and **HI** term possibly may preserve the
original meaning. If the term spread in MVS at about the time the
inalienable morphology was ceasing to be used with body parts (a purely MVS
phenomenon), the different length and accentual patterns (**LA** and DH vs. **CH**
and **WI**) might be explained. It appears that {*rąpé} may have been adopted
into the list of inalienable body parts late, retaining its original
accentual pattern in **CR** and **HI** even so. **CH**/**WI** accent and length behave as if
{*i-}, the possessive prefix, were present, while the rest of the
languages behave accentually as if it were not, even though the term is
inalienable in **LA**.",,1
737,{},737,"hair, fur, feathers","We are unable to resolve the contradictory testimony of **MA** and **TU** for
length.  The other languages are not diagnostic for this feature in this
entry. Rising pitch in **HI** results from loss of intervocalic {-h-};
contrast {íi} ‘his mouth’, with 3s possessor as in ‘**737**’, but with no
intervocalic {h} in pre-**HI**.  The second {i} should have received
pre-**PSI** length via the putative second syllable lengthening rule. Swanton’s
**OF** slip file doesn’t show length here either.",,1
738,{},738,hair of head,Cf. ‘**1060**’.,,1
739,{},739,hail > freeze,"This term incorporates the prefix usually translated ‘by extreme
temperature (heat or cold)’ (= ‘**710**’).  All the languages for which we presently have
cognates lack the initial vowel of that prefix, q.v.",,1
740,{},740,hail,"If the term is a compound made up of ‘**292**’ and ‘**652**’, then the
initial |*W| is explained.  It stems from the earlier sequence, secondary
|*ww|, that we find in ‘**292**’.  The long syllable here is the originally
accented one and the **CH** and **LA** forms have moved accent to conform with their
predominant pattern, i.e., we have reconstructed the exceptional rather than
the productive pattern from among the cognates on the assumption that the
term does incorporate ‘**292**’.",,1
741,{},741,hackberry,"Hackberries proper are found as far south as the mouth of the Ohio
River. All other Siouan territory is covered. Other varieties of the fruit
extend further south however.  So far this set exists only in DH and **CH**, and
we suspect borrowing as the source. The most similar form is found in Tunica.

Haas records the following entry for ‘**741**’: {kómeli < kó} ‘tree’
(only hackberry and hawthorne) + {meli} ‘black’. (p.224). Since Haas
analyzes {kó} as ‘tree’ only in two words (there is another word for tree
in all other contexts), we suspect a folk etymology here, i.e., instead of
{kó} being essentially unanalyzable, it may be {-li} that is
unanalyzable. In any event, it appears that {kóme} ‘**741**’ was
borrowed into DH and spread northward losing phonological features as it
progressed. This analysis is marred by the fact that Dorsey never recorded a
**QU** term. Words with vaguely similar shapes are common up and down the
Mississippi Valley and eastern plains, but the only other reasonably close
form phonetically is Western Muskogean (Choctaw) {kaⁿpko} (Byington and
Swanton).",,1
742,{},742,"guts, intestines","The {-u-} in **DA**, **KS**, and **OS** presumably results from contact with the
following labial.  Cf. ‘**160**’, where the sporadic rounding before a
labial is separately attested.  **OF** aspiration and the accentual and length
patterns in other languages suggest a missing initial syllable.  None of the
languages shows one, but since ‘intestines’ is a body part, it may have been
a dependent noun with initial |*i-|, though there is frequently a difference
in the possessive treatment of internal and external body parts.",,1
743,{},743,"growl, bellow","None of the languages represented here has reflexes of **PSI** aspiration,
so that feature is indeterminate at present. **CH** |í•xe| ‘moan, groan,
straining noise to ease pain’ (JDH) may not be cognate.  In the absence of a
**CR** form with the appropriate meaning (not ‘knock’), it is also possible that
**HI** has simply borrowed the term from **MA**.",,1
745,{},745,growl > grunt (2),"The **BI** forms for both ‘**26**’ and ‘**745**’ suggest an
initial {*xy} rather tha {*xr}, if they’re cognate.",,1
746,{},746,growl > grunt (1),Cf. ‘**129**’.,,1
747,{},747,grouse,"The first part of this compound term incorporates different roots for
‘bird’ (‘**1092**’ etc.), q.v. Only the adjectival portion of the term (‘**250**’) is
reconstructible here.  Probably refers to barred feathers, clearly the
etymology of the **MA** form.",,1
755,{},755,gray (1),"Part of a full consonant ablaut set; cf. ‘**716**’, ‘**754**’.  Accent suggests a missing **PSI** initial syllable. Judging from ‘**716**’, q.v., only OVS preserves the expected initial syllable in
this ablaut set.  We have reconstructed all three related fricative
symbolism grades together, taking into account the features of all.",,1
756,{},756,grave,"In ‘**756**’ the root {xE} has been compounded with that for ‘**554**’, q.v.  In **MA** it is likely that the compound has been reanalyzed as a
single root.  **MA** {wą•x} from {*awą• + xE}.  The MVS vocalism is
unexplained.  Cf. ‘**1010**’",,1
757,{},757,grass (4),"There appear to be two closely related sets for ‘grass’, one with and
one without nasalization.  The **BI** form above is doubtfully cognate as
fricative symbolism is generally limited to verbs (including stative
verbs/adjectives) and adverbs, i.e., semantically gradable terms.  Finding it
among nouns is suspicious but possible.  It is likely that the **LA** term has
been contaminated by ‘**653**’, q.v.; ‘**757**’, q.v., may also have
contaminated **LA** and **MA** forms of this word.",,1
758,{},758,grass (3),"Cf. ‘**757**’.  In more than one instance roots with final (or
suffixed) {-he} have lost the {h} and gained an epenthetic glide
between the vowels left in hiatus. If the root vowel is rounded, the glide is
usually {w}. The replacement in MVS appears to be {w} here even after
the low, unrounded vowel.  **QU** |xą́įke| ‘frost’, although possibly cognate, is
most likely part of the ‘frost’ set, q.v. It is probably |xe| ‘**792**’ + |a-|
‘**520**’ + |(n)įke| ‘**626**’ with subsequent nasal spread to |a-| and
the expected collapse of |e+ą| to |ą|.",,1
759,{},759,grass (2),"Cf. ‘**757**’, ‘**758**’ which is much more widespread.  Cf. Cheyenne
|moe•| ‘grass’ Aubin 1180.  If this were a borrowing from Algonquian the
apparent discrepancy between apparent **CH** medial |ʔ| and the |h| found
elsewhere might be accounted for.  Alternatively the **CH** transcription might
be mistaken; JGT normally uses the circumflex for |ʔ|. The seeming accentual
disagreement between **CH**/**WI** and **PDH** may be due to reanalysis flowing from folk
etymology:  viewing the form as a compound of {*mą} ‘earth’ + {*hį}
‘hair’.",,1
761,{},761,"grasp > hold, take","Initial |*ru| here appears to be part of the root and not the
instrumental prefix of the same shape.  The **OF** forms fit well, as |f| is the
expected reflex of |*s|.  The **TU** also fits, since JOD’s **TU** always substitutes
|š| for |s| of the other workers.  **TU** has no independent phoneme |š|.

Perhaps JOD’s primarily Cayuga-speaking informant only had the one fricative.

**TU** normally generalizes the |-a| form of |*-E| also.  Only **OF** shows an
initial vowel. The {ə} is irregular here (unless it is a locative prefix),
as it normally signals glottalization was present on the following stop.  **CR**,
**HI**, **MA**, and **BI** have reanalyzed the form as instrumentally prefixed and
extended it by using another of the prefixes.  Accent and **QU** reduplication
argue that the same reanalysis occurred in **PDH**.",,1
762,{},762,grasp,"The **QU** forms fit both phonologically and semantically in the expression
cited. Dorsey however translates {dišíwe} generally as ‘**512**’, so it
may not be cognate at all.",,1
763,{},763,grandmother,"The increment |*-nį| is common in both the Southeast and in **CH**/**WI**.  It
is unidentified unless it is the nasalized allomorph of |*-re|; it recurs in
the same languages in ‘**562**’, q.v. Lack of expected aspiration in the SE
is a more serious problem. All transcribers clearly marked the |k| as lenis
or wrote it as |g|.  **PSE** |*k| and **PMV** |*hk| simply do not match, so, although
we are convinced that these terms are all related, their phonological
development is irregular.",,1
764,{},764,grandfather (2),Cf. ‘**765**’ which is partly similar.,,1
765,{},765,grandfather (1),"Cf. ‘**764**’.  The DH terms should show traces of earlier |*ü|,
at least in **KS** and **OS**. **OS** |ǘ| is preserved after |hc| in ‘shell’, for
example. The **WI** vocalism is also a problem and should show |o|. And, although
final vowel denasalization is commonly found in **KS**, for example, it is not
common in **WI**. **BI** suggests that this word may have had |*(-re)|, but lack of a
**MA** cognate leaves us without confirmation. **PSI** reconstruction here represents
one possible form, but there are many problems with this set.  It is possible
that this term represents, or has been contaminated by, |*hų́ka| ‘ancestor’
with a syncopated reflex of the |*hta-| ‘alienable’ prefix; this would
account for the preaspiration in **HI** (see below), and offer some rationale
for the term’s usage in referring to respected male ancestors.

Unfortunately, **CR** |isisáahke| ‘woman’s father-in-law’ (DEC-124), **CR**
|isáaksaahke| ‘woman’s grandfather’ (DEC-124), **CR** |iilápxisaahke| ‘man’s
grandfather’ (DEC-124), and **HI** |á•rutahka| ‘grandfather, woman’s
father-in-law’ (J) do not seem to fit here, though they are superficially
similar.  The problems are length (in **CR**) and quality of the root vowel and
preaspiration of the final consonant.",,1
766,{},766,gourd > squash,"Some linguists have postulated that some of these forms may be
borrowings from French. This is doubtful, however, since **MA** and **BI** have
nearly identical forms.  There is the additional possibility of
contamination of native terms from French and English. The DH forms, for
example, should not differ as they do. We seriously doubt, however, that all
the {ko} forms are borrowed, at least from a European language. Rather we
suspect a relationship with onomatopoeic forms based on the hollow sound of
gourds, the sort of thing that underlies {*hkó-ke} ‘**688**’ (‘make a hollow sound)’.

The accentual and vowel length patterns suggest an old prefix, here
partially preserved, as usual, in some of the **BI** forms. **MA** and **BI** share
{*-re}, and if, as C postulates, this {-r-} was an epenthetic glide,
then DH, **CR** and **HI** {*-w-} might be similarly epenthetic, and all the
forms would more or less match.  It is also possible that the **PCH** form was
|*koko-| with the standard raising of short |o > u|; |*-w-| might be an
assimilation product from |*r| after round vowels.  The various {ko-}
forms for cucurbits outside of Siouan, however, suggest that this etymology
will never be completely secure.",,1
832,{},832,five (2),"Only **OF** has both roots, ‘**833**’ and ‘**832**’. The intrusive {t}
which appears in **OF** can also be seen in ‘**1082**’, q.v. The **OF** meaning may
reflect a shift from a quinary system to a decimal system.  **OF**’s initial
vowel explains accent placement in MVS and may explain voicing in Dakotan.",,1
833,{},833,five (1),**PCH** gemination is unexplained.,,1
767,{},767,gourd > rattle,"The **OF** form may well contain this root. The initial {ta-} may be the
possessive root, {*hta-}, but **OF** {t} can also come from {*r}, and
the final vowel is unaccounted for. None of the languages that normally
would show reflexes of the expected initial syllable of this noun is
represented in the data.  Note that the putative **OF** cognate also occurs in
‘centipede’ (DS-330) and may refer to biting rather than rattling, either
originally or by folk etymology.  Cf. |ra-phé| ‘bite’ in several languages.

Presumably the connection between ‘gourd’ and ‘rattlesnake’ lies in the use
of gourds for rattles.",,1
768,{},768,goose,"Cf. **HI** |apáariʔ| ‘**480**’ **CR** |apáiri(a)| ‘**480**’ **MA** |páhį| ‘**480**’
**DA** |pahiŋ| ‘**480**’ **OS** |p̣á-hiⁿ| ‘**480**’ for another instance of MRS
|r| corresponding to |h| elsewhere.  Since ‘**768**’ is attested in only two
subgroups and they differ on the status of what appears to be a root
extension the second syllable is not reconstructible with certainty. Cf. ‘**888**’.",,1
771,{},771,good (2),"**LA** ‘**597**’ < {‘good’ + -laka} ‘consider, regard’. **TU** ‘**597**’ < |yąti|
‘**712**’ + |ostéka| ‘good’ (1Act |yandowastéka|).  The putative DH cognates,
although they fit semantically, show |á| where they ought to have |é|.  These
could be frozen ablauted vowels, but the expected forms with |é| are missing
entirely from DH in this instance, so only the **DA** and **TU** forms are reliably
cognate here.",,1
772,{},772,good (1),"Cf. ‘**790**’. Missouria (**MO**) is from Lewis and Clark’s Journals.

{waphíʔų} is a characteristic Ioway-Otoe proper name, so the transference
or sharing with **MO** seems likely.",,1
774,{},774,"go around, coil",**QU** shows an additional spirant grade.,,1
775,{},775,go,"**MA** preserves the final |*-E| of the root only in some (not all) ablauted
forms, like the one given, where the root appears as |ra•ha-|.  The root
appears as |re•h-| in non-ablauted forms.  It seems likely that this root was
one of the first in **PSI** where the ablaut spread from an unaccented final |E|
to an accented root vowel; i.e., the sequence of changes may have been
|**re•he| > |*re•he|.  **CA** has a variety of motion verbs: {da•ʔ-} behaves
like a Siouan instrumental prefix.",,1
776,{},776,glance off,"Cf. ‘**409**’. The **OF** cognate has lost nasalization irregularly. This is an
interesting set in that {*-khįte} should by all rights have a long vowel.

{į́} was the second syllable vowel and was accented in most contexts,
especially in the third person. Most etyma should lengthen in precisely this
context if we are right about **PSI** lengthening, and most do, yet in this case
neither **WI** nor **PCH** shows any trace of a long vowel. Sets such as this one
appear to establish length as distinctive in **PSI**. Note, however, that for
some purposes ({e.g.} vowel syncope) we are forced to consider
instrumental prefixes to be clitics.",,1
777,{},777,give away,"This is a causative construction in **PSI**.  This is the only **CR** stem
beginning with |ke-|; it must be a contracted causative, cf. **HI**, which is
clearly causative.",,1
778,{},778,give,"As in several other cases, **OF** shows a preposed {ạ} in conjunction
with an aspirate in cases where other languages have a following {Cʔ}.

Reconstruction of the set **BI** {k} : **OF** {əkh} : **TU** {(n)g} as {*kʔ}
is, admittedly, taking advantage of knowledge gained only from other
subgroups, but this correspondence set is distinct from both the plain and
aspirated sets, and would otherwise require the use of some arbitrarily
chosen velar symbol for the reconstruction. Here **TU** also has a peculiar
reflex with initial nasalization of some sort. In Dorsey’s **BI** work an
apparently syllabic {n-} always varied with {ą}. This may be the case
in **TU** also. However we do not think the **TU** nasality is related to the
intrusive nasality in **CH** and **WI**, which occurs in numerous other forms. We
cannot consider the nasality explained though, since there seems to be
variable nasalization of this root in **CA**.  This is a transitive verb with only two arguments across Siouan, with the recipient marked as direct object.",,1
779,{},779,"gills, palate","**LA** {čh}, DH {*r} betray the presence earlier of an inalienable
possessive prefix, {*i-}, on this body part term. **OS** alone among the
daughter languages has kept (or restored?) the prefix. There has been a (not
uncommon) accent shift rightward in **LA** after loss of the old prefix. The
identity of the final vowel is unclear here.  **LA** stress placement indicates
that the final vowel is not the ablauting vowel, an interpretation supported
by the final vowel in **QU**, but since |-E| is a feature of verbs in Siouan,
spreading to nouns only analogically, this noun could have had |*-e|.  The
**QU** form also shows an unexpected reflex of {*R} instead of {*r}.",,1
780,{},780,ghost,Cf. ‘**363**’.,,1
783,{},783,general deictic (1),"There is good evidence for a 3rd person prefix with the form |*i-| in
Siouan relic morphology.  That form may be related to this more general
element.  The **HI** |ia-| forms perhaps reflect earlier |*-iha|.",,1
785,{},785,"gather (2), assemble (intransitive)",Cf. ‘**786**’.,,1
786,{},786,"gather (1), pick up","It appears that the |pa-| in this form was an organic part of the root
in **PSI**, but has been reanalyzed as the |pa-| instrumental prefix in some MVS
languages.  DH languages clearly treat the word as though it contained this
prefix; however, the uniform |b-| is unusual. **PWC** has taken this process to
the point that the “new” root |-hi| can be used with other prefixes.  Cf. ‘**785**’.",,1
787,{},787,gamble,"The conjugation is prefixed to |ki-| in **WI** and DH. **LA** |ʔų́yą| (1Act
|waʔų́bla|, 12Act |ųkʔų́yąpi|) ‘lose’ may be derivationally related, but does
not appear to be directly cognate.  The construction appears to be a
reciprocal in **HI** at least, and perhaps in **PWC**.  The **QU** form may simply be a homophone ‘**636**’, or, ‘**787**’ may somehow be related to ‘**636**’.",,1
790,{},790,full,"Cf. ‘**772**’.  The root with various prefixes takes on the sense of
‘good or sufficient for, full, satisfied’.  **BI** |n| preceding oral |e|
indicates an earlier |Cr| cluster that has simplified.",,1
864,{},864,erect,"**CR** and **HI** agree with **BI** in reflecting an older |h|-stem and |s|-grade
of the spirant. **BI** shows progressive nasalization. The rest of MVS has this
root as the second member of the compound |*ną́•-žį|, q.v.",,1
791,{},791,frozen,"Initial **MA** |k-| is unexplained.  Dakotan < ‘freeze’ + ‘hard, stiff’. MVS
clearly goes back to {*tá}, one of a very few roots with initial {*t}.

OVS argues for final {*h}, the latter trait shared with **MA**. Since
ordinary aspiration was not consistently distinguished by Gatschet and Dorsey
in **BI**, the heavy aspiration recorded in this form probably represents a
cluster.  **OF** aspiration may simply represent a recent application of the
demonstrably active **OF** aspiration rule. If our reconstruction of the **OF**
initial vowel to **PSI** is correct, there is no explanation for the failure of
{-t-} to aspirate in the MVS languages. Accent and length in **OF** may signal
the presence of a locative prefix rather than the reflex of a **PSI** initial
vowel however.  Or perhaps there has been contamination from the ‘**710**’ prefix.",,1
792,{},792,frost (2),"The MVS forms are a compound: {*xé•} ‘frost’ + {*wųke} ‘lie’,
q.v. Cf. also ‘**1150**’ for a similar treatment of the proto sequence {*wų-},
cf. also ‘**1204**’. The DH forms represent fossilized forms of
PS {*wųke} ‘be lying’; verbal reflexes of {*wųke} are otherwise
lacking throughout DH.  In order to reconstruct a **PDH** form with confidence
the labial resonants should match.  Koontz suggests that the |w| in many, if
not all, of these |wų| stems is actually epenthetic.  Presumably it would
have appeared after **PSI** |*w| > |m| preceding nasal vowels in many languages.

This might provide a principled reason for the lack of match in the modern
correspondences. Cf. also ‘**450**’, ‘**894**’.",,1
793,{},793,frost (1),"The MRS forms are a compound: {*xó•} ‘**671**’ +  ‘sitting’, q.v. Cf. ‘**792**’.",,1
794,{},794,from,"**CH** {-da} ‘**794**’ lacks the expected nasalization and is presumably
not cognate.",,1
796,{},796,frog (2),"{pes-} refers to a high pitched sound. The tree frog says {pĕs,
pĕs, pĕs}; cf. **BI** {pĕsdoti} ‘flute’.",,1
797,{},797,"frog (1), toad","**PDH** is clearly |*htépüxʔa|. While the various **LA** words for ‘toad’
clearly derive from the same source, none is regular in comparison. **OF** and
**TU** must also derive from this source, but also do not compare regularly.

Given the complexity of the forms, these may be either compounds or
borrowings. **CH** has created a transparent, folk etymology, which **WI**
apparently takes a step further, cf. ‘**713**’. Some languages have replaced
‘toad’ with a descriptive expression leaving this etymon with the meaning
‘frog’ (**OP**).",,1
798,{},798,friend (4),"The **HI** form, when compared with the **MA**, seems to derive by rightward
vowel exchange from an earlier {*-ruka-}. The inalienable possession of
the form in **HI** may result from the homophony of uninflected {*waraku-
<*waruka- = **MA** warų-ka} to the first person inalienable form of a putative
{**raku-}.",,1
802,{},802,fox,"Cf. ‘**1167**’, ‘**1139**’. **MA** |ó•xaʔ| ‘**802**’ is probably not cognate. The
MRS forms are problematic if cognate: the first syllable is unexplained, and
the {*x} is not regular. **PSI** |*xk| normally yields |kh| in DH.  **PSI** |*xk|
remains in **CR**, becoming |hk| only in **HI**.  The DH forms cited here are from
Dorsey’s slip files, in which he commonly failed to distinguish aspirates
from geminates. **OP** {-i -} matches **CH** {-ú-} here. Neither form with
{ú} is accounted for. Comparison of **CA** and **WO** suggests **PCA** {*tą́s ~
*tą́x} ‘**903**’. Perhaps the **PSI** form is {*wa- + *tóx + *-ka} ‘attributive’?",,1
803,{},803,four,"The initial consonant of the modern **KS** form is not regular but very
definitely is |tt-|. In instances where **CH** has generalized {-e} < **PSI**
{*a} and **WI** has lost the final vowel entirely, we have reconstructed the
vowel as in modern **CH**. **SP** |Jow| ‘**803**’, attested in Fontaine, looks
superficially similar but is almost certainly borrowed from Algonquian. **CA**
{parp(ə)re} resembles somewhat Capt. John Smith’s Virginia Algonquian
|paranske| ‘**803**’ and could conceivably be borrowed. Note however that the
Algonquian |paranske| (also written “parance”) should mean ‘five’, not
‘**803**’.  Cf. also **CA** |dawosa| ‘**877**’ (**KS**).",,1
804,{},804,forget,"Cf. ‘**974**’. The second consonant of this word is
probably probably epenthetic, since it has not yet undergone nasalization in
DH.  The set is restricted to MVS.",,1
807,{},807,forehead (1),"Cf. ‘**859**’. These roots are distinct in **DA**, but may have merged in
other languages.",,1
808,{},808,"ford, wade","This is an old compound. The bare root occurs in the **OS** nominal, and
possibly in Winnebago. Cf. ‘**865**’, ‘**56**’.  **OP** |†žohé| ‘ford’
(JOD), **OS** |†žó_he| ‘to ford’ (LF-228b), and **QU** |†ánižóhe| ‘ford a stream’
(JOD) do not match the other forms (as do the expected forms in |phe|), but
nonetheless seem to be related.  On the **CR** form, cf. ‘**1130**’.",,1
809,{},809,"force, instrumental","In DH, the |*k| of |*ka-| is normally lost in 1Act and 2Act.  E.g., in
**KS**, |galü| ‘shave’ is conjugated |áalü, yáalü, galǘ-|.  The full form of
{ga-} is preserved in the 1st and 2nd persons if a locative prefix is
also present. Loss of {-g-} in prefixes may have something to do with
stress placement, (e.g., 1Act {á-a-ga-lü}; 2Act {á-ya-ga-lü}, 3Act
{ágalü} ‘shave off hair from the head’).

In Dakotan, **MA**, and DH, relic traces of **PSI** |*ra-| are preserved in irregular
dative-possessive constructions, as noted above.  In **MA**, at least, this |r|
cannot be epenthetic.  **MA** |ki+X = kara-|.

{*ra-} may have been a morphemically distinct instrumental that could be
compounded with {*ka}. Forms like **TU** {o-la-cpewa} ‘cut’ suggest this,
particularly when placed beside forms like |lákatkúca| ‘cut with axe’.

**CH**, **WI** have simply replaced |*ka-| with |ki-| everywhere for reasons
unknown.",,1
834,{},834,fish,"The sole evidence for the **PSI** initial vowel is from **TU**, which suggests
{i}. Cf. ‘**1086**’, ‘**903**’ and other animates.  **MA** initial |p| is a reflex of
**PSI** initial |*w| after initial syllable vowel syncope and a presumed
intermediate stage with |p-h|.  **PCH** may be cognate, though just how is not
clear.  The postulated developments represent the reverse of rightward vowel
exchange.  Other speculations are, of course, possible.",,1
835,{},835,firm (2),Probably related by sound symbolism to ‘**836**’.,,1
893,{},893,drip (2),"On Dakotan and **KS** ‘dangling’ meanings cf. ‘**730**’.  The extant DH
forms provide evidence only for a glottalized velar obstruent. Only **QU** would
retain evidence for its fricative nature.",,1
810,{},810,"foot, instrumental","The prefix is an inner instrumental in every language but Dakotan.

Perhaps **DA** is conservative and all the others have given in to the strong
analogical pressure to regularize pronoun and instrumental prefix order. More
likely the majority of languages preserve the original position and the
instrumental has been reanalysed in Dakotan, perhaps because **DA** has a number
of outer instrumentals which might form a model for the reanalysis. **CA**
indicates that the instrumental is quite old and was inner in that
language, the pronominal prefixes fusing with the initial consonant.

We cannot account for the initial vowel and the |ʔ| in **HI**, though the latter
might be related to the **OF** |l| where |n| is expected (|l| frequently
indicating |r| in association with a laryngeal articulation). Except for **OF**
(a single example) and **MA**, which may be influenced by **HI**, nasalization is
general in Siouan but lacking in **CA**.  Length is attested only in some
subgroups.",,1
811,{},811,foot,"La Flesche LF-32b reports an **OS** form with the shape {çu-e} and the
gloss ‘foot, archaic’. The apparently rounded vowel cannot be accounted for
but v. ‘**1091**’ for a clear parallel. This is a form in which we would have
expected **PSI** vowel length, but there is no overt evidence for it except in
Tutelo (**WI** monosyllables are always long). The initial {*i-} probably
marks inherent possession.",,1
812,{},812,food,"**CH** initial |*o- > u-| regularly, but the **LA** initial vowel remains
unexplained, as does the **BI**.  **OP** internal |ʔ| strongly suggests a
compound.  Note local variation in epenthetic glides.",,1
813,{},813,follow,Cf. ‘**865**’,,1
814,{},814,fold > wrap,"Cf. ‘**96**’.  **MA** |ki + k + pe•ta|, with the normal metathesis, and
reanalysis of |a| to |E|.",,1
815,{},815,fog (2) > smoke,"**MA** |pí•hoʔš| ‘it’s steaming’ does not seem to belong with this set as
**MA** |i| is not accounted for.  The **HI** form with |pi-| is probably a borrowing
from **MA**.",,1
816,{},816,fog (1),Note that **OF** |sh| is the expected reflex of the |*x| fricative grade.,,1
817,{},817,focus marker,"Note that **BI** collapses final *|i| and *|e|, so these may or may not be cognate with the **HI** entries.",,1
818,{},818,"foam, boil","Of course {pu/o+fricative} is practically universal for “foam, puff
up” etc. The **DA**, **MA** vowel is unexplained. Cf. ‘**1070**’",,1
819,{},819,fly (insect),"Cf. Shawnee {hoče} ‘fly’ (Voegelin, 1937-40 p.445) and N.B. Shawnee
{#h-}. This makes a Shawnee-like Algonquian dialect, with its prothetic
|h-|, perhaps the most likely source language for this DH term. DH splits on
glottalization, with **QU** having doublets, signaling that this is probably not
an inherited term even within DH.",,1
820,{},820,fly (2),"**BI**/**OF** {-y-} is apparently epenthetic (**OF** would have “tc” otherwise).

Cf. Algonquian forms with |*-ʔle:-| (Aubin 478, 1014).  **BI** |n| before an
oral vowel and **OF** |l| suggest that |r| was in contact with a laryngeal
articulation, possibly |ʔ|.  For further discussion, cf. ‘**1179**’. If
this SE hint is to be taken at face value, the **BI** and **OF** forms relate
reasonably well with the **HI** and **MA** forms, which also associate |r| and |ʔ|
in this form.  For a possible explanation not involving borrowing, cf. ‘**821**’.  The two verbs differ in the final vowel -- and differ enough that we
currently consider them separate **PSI** derivations.",,1
821,{},821,fly (1),"The frequent {-y-} must be epenthetic. The **CH**, **WI** forms appear non-
cognate but may possibly be explained with {-t-} a reflex of the
epenthetic glide, {-r-} preceding {ʔ}. The problem here is there
should be no epenthetic glide if {ʔ} was still present, so the
development must be explained analogically, i.e. the glide is present in the
first and second persons where the glottal stop is normally lost, while the
glottal stop is maintained only in the third person. (Cf. ‘**654**’, ‘**636**’ for comparable **WI**/**CH** forms.) JOD and A.S. Gatschet apparently recorded
forms of ‘bat’ in **BI** both with and without the epenthetic glide (DS 1912).

Cf. ‘**820**’ for possible Algonquian influences.",,1
822,{},822,flower (2),**OM** |waxčá| is probably a borrowing from **DA**. Cf. ‘**823**’,,1
823,{},823,flower (1),"Cf. ‘**822**’.  **MA** shows a different fricative symbolism grade.  **BI**
|xy| before a front vowel is the normal reflex of |*x|; here, however, the
intervening vowel suggests an original cluster.  **OF** |k| should not
correspond with **BI** |x|.  **OF** suggests possible **PSI** length.",,1
824,{},824,float (2),"Final |*i| of the reconstructed form may actually be |*-E|.  The
available forms are indeterminate.  Gemination in **HI** is unexplained.",,1
825,{},825,float (1),"Cf. ‘**625**’. **OP** |thihoⁿ| (SW-113), **KS** |yühą́| ‘lift or pull
up’, **KS** |bahą́| ‘push up’ (JOD), and **OS** |†ðühą́| |thihoⁿ´| ‘lift’ (LF-147a)
may reflect contamination from |hą| ‘**216**’ or compounding with |ʔų|
‘**905**’ as an auxiliary.  **CR** and **HI** have reinterpreted the root as containing
|*-E|, the ablauting vowel.",,1
826,{},826,flicker (bird),"MVS is composed of |*Sų + *zika| ‘**1088**’.  On |*Sų|, perhaps cf.

‘**845**’. All three fricative symbolism grades are evident here.",,1
827,{},827,flesh,"Cf. Yuchi |šo| (LB). This is one of a number of roots in which **PSC** |*y|
appears to match |š| in Yuchi. Cf. ‘**1123**’, ‘**402**’, ‘**834**’, ‘**56**’ also
have Yuchi look-alikes with this apparent match.",,1
828,{},828,"flee, run away, take refuge","**CR** {basaa} ‘run’, presumably from **PCH** |*wata•|, does not seem to be
cognate.  **BI** |asâhi| ‘leap’ (DS-174a) may be related if it’s a compound.",,1
829,{},829,flat (3),"For other possibilities, cf. ‘**854**’, and ‘**498**’.",,1
830,{},830,flat (2),Cf. the |a ~ i| variation in ‘**499**’.  Also cf. ‘**355**’.,,1
831,{},831,flat (1),"**BI** |tápka| ‘flat (as a cap)’ (DS-270b) provides additional evidence for
a marginal |t|-grade in the **PSI** fricative ablaut system.",,1
836,{},836,firm (1),"This is a set in which aspiration would normally be expected as it has
a second syllable beginning with a stop, at least when used with an
instrumental prefix.  **WI** shows an extended form.  **KS** has reformed the second
syllable so that the term falls into the productive |-e| paradigm.",,1
837,{},837,fire,"The |Vʔ| sequences found in **OP** and **BI** represent the reflex of the long
falling pitch characteristic of long accented vowels in many Siouan
languages.  Extreme pitch drop results in creaky voice or phonetic |ʔ| at
the end of the syllable.  In DH such a sequence always betrays a long vowel,
and the same was probably true in **BI**.  This term has numerous look-alikes in
Uto-Aztecan.  Syllable restructuring, if that is what it is, in **MA** is
unexplained.",,1
838,{},838,find by seeking,"The **OF** and **CH** forms may belong to ‘**674**’, q.v., rather than this,
since the |*r/*R| distinction is neutralized after |*k|. The Chiwere form
here may be a compound: {*ire + okRe}. MRS, **OF**, and **MA** show
dative-reflexive prefixes.  **TU** |n| must be a reflex of an earlier cluster
also.",,1
840,{},840,fight,"This root suffers greatly from homophony with the reciprocal, with
which it is often combined.  The variety of final syllables suggests
frequent renewal.  Cf. ‘**283**’ for additional possibilities.  The **OF** may
be from  |*kih-te < *kih-Re| and thus parallel to the DH forms.",,1
841,{},841,field (2),"**CH**, **WI**, and **DA** have one term; DH another. The prototype, whatever its
source, was probably something like {*mą́•ɣe}, apparently < ‘**881**’ (q.v.).",,1
