pk,jsondata,id,name,description,markup_description,date,version
1136,{},1136,"Entry ""ball joint > shoulder""",,,,1
1137,{},1137,"Entry ""ball""",,,,1
1138,{},1138,"Entry ""bag, sack, container""",,,,1
1139,{},1139,"Entry ""badger""",,,,1
1140,{},1140,"Entry ""bad (2)""",,,,1
1141,{},1141,"Entry ""bad (1)""",,,,1
1142,{},1142,"Entry ""back, returned""",,,,1
1143,{},1143,"Entry ""back""",,,,1
1144,{},1144,"Entry ""axe""",,,,1
1145,{},1145,"Entry ""awaken""",,,,1
1146,{},1146,"Entry ""autumn""",,,,1
1147,{},1147,"Entry ""aunt, father’s sister""",,,,1
1148,{},1148,"Entry ""augmentative (2)""",,,,1
1149,{},1149,"Entry ""augmentative (1)""",,,,1
1150,{},1150,"Entry ""ask""",,,,1
1151,{},1151,"Entry ""ashes (2)""",,,,1
1152,{},1152,"Entry ""ashes (1)""",,,,1
1153,{},1153,"Entry ""ash (tree), Fraxinus""",,,,1
1154,{},1154,"Entry ""artichoke, edible root""",,,,1
1155,{},1155,"Entry ""arrowleaf (Sagittaria latifolia)""",,,,1
1156,{},1156,"Entry ""arrive there vertitive""",,,,1
1157,{},1157,"Entry ""arrive there""",,,,1
1158,{},1158,"Entry ""arrive here vertitive""",,,,1
1159,{},1159,"Entry ""arrive here""",,,,1
1160,{},1160,"Entry ""armpit""",,,,1
1161,{},1161,"Entry ""arm""",,,,1
1162,{},1162,"Entry ""arise (3)""",,,,1
1163,{},1163,"Entry ""arise (2) > get up""",,,,1
1164,{},1164,"Entry ""arise (1)""",,,,1
1165,{},1165,"Entry ""apportative, + or - vertitive""",,,,1
1166,{},1166,"Entry ""anus, buttocks, vagina, passage""",,,,1
1167,{},1167,"Entry ""antelope, goat""",,,,1
1168,{},1168,"Entry ""ancestor, chief, elder, relative""",,,,1
1169,{},1169,"Entry ""all, intact""",,,,1
1170,{},1170,"Entry ""alive""",,,,1
1171,{},1171,"Entry ""ahead (2)""",,,,1
1172,{},1172,"Entry ""ahead (1)""",,,,1
1173,{},1173,"Entry ""again (2)""",,,,1
1174,{},1174,"Entry ""again (1)""",,,,1
1175,{},1175,"Entry ""adverbializer""",,,,1
1176,{},1176,"Entry ""across > over, beyond, above""",,,,1
1177,{},1177,"Entry ""acre""",,,,1
1178,{},1178,"Entry ""acorn""",,,,1
1179,{},1179,"Entry ""ache""",,,,1
1180,{},1180,"Entry ""absolutive""",,,,1
1181,{},1181,"Entry ""above""",,,,1
1182,{},1182,"Entry ""Pawnee, Arikara""",,,,1
1183,{},1183,"Entry ""Padouca""",,,,1
1184,{},1184,"Entry ""Otoe""",,,,1
1185,{},1185,"Entry ""Osage""",,,,1
1186,{},1186,"Entry ""I (agt.) on You (pat.) contraction""",,,,1
1187,{},1187,"Entry ""Englishman""",,,,1
1188,{},1188,"Entry ""2nd singular possessor""",,,,1
1189,{},1189,"Entry ""2nd singular patient clitic""",,,,1
1190,{},1190,"Entry ""2nd singular disjunctive pronoun""",,,,1
1191,{},1191,"Entry ""2nd singular actor, syncope product (allomorph)""",,,,1
1192,{},1192,"Entry ""2nd singular actor prefix""",,,,1
1193,{},1193,"Entry ""1st singular possessor, inalienable""",,,,1
1194,{},1194,"Entry ""1st singular possessor""",,,,1
1195,{},1195,"Entry ""1st singular patient (2) (clitic)""",,,,1
1196,{},1196,"Entry ""1st singular patient (1)""",,,,1
1197,{},1197,"Entry ""1st singular disjunctive""",,,,1
1198,{},1198,"Entry ""1st singular actor, syncope product (allomorph)""",,,,1
1199,{},1199,"Entry ""1st singular actor prefix (underlying)""",,,,1
1200,{},1200,"Entry ""1st plural (exclusive?)""",,,,1
1201,{},1201,"Entry ""1st inclusive possessor, alienable""",,,,1
1202,{},1202,"Entry ""1st inclusive patient prefix""",,,,1
1203,{},1203,"Entry ""1st inclusive disjunctive pronoun""",,,,1
1204,{},1204,"Entry ""1st inclusive actor prefix""",,,,1
